Date,Open,High,Low,Close,Adj.Close,Volume,Company
05/13/2019,91.828003,92.327003,90.900002,91.134003,91.134003,115668000,Amazon
05/14/2019,91.974998,92.622002,90.787498,92.005997,92.005997,92582000,Amazon
05/15/2019,91.397499,93.721497,91.150002,93.557503,93.557503,93852000,Amazon
05/16/2019,94.296997,95.875504,94.114502,95.378502,95.378502,94156000,Amazon
05/17/2019,94.652496,95.526497,93.366501,93.449997,93.449997,94732000,Amazon
05/20/2019,92.634499,93.389,91.777,92.948502,92.948502,75964000,Amazon
05/21/2019,93.739502,93.949997,92.300003,92.875999,92.875999,80102000,Amazon
05/22/2019,92.588997,93.574501,92.550003,92.984001,92.984001,58732000,Amazon
05/23/2019,91.829498,92.199997,90.209999,90.774002,90.774002,88486000,Amazon
05/24/2019,91.794502,92.087997,90.892502,91.164001,91.164001,67394000,Amazon
05/28/2019,91.637497,92.463501,91.3675,91.821503,91.821503,64000000,Amazon
05/29/2019,91.155998,91.5,90.376503,90.959503,90.959503,85580000,Amazon
05/30/2019,91.274498,91.473503,90.391502,90.816002,90.816002,62938000,Amazon
05/31/2019,89.500504,89.779503,88.635002,88.753502,88.753502,92376000,Amazon
06/03/2019,88.000504,88.314499,83.599998,84.634499,84.634499,181974000,Amazon
06/04/2019,84.961998,86.541,84.044502,86.477997,86.477997,113582000,Amazon
06/05/2019,87.480003,87.599998,85.762497,86.925003,86.925003,84796000,Amazon
06/06/2019,86.885498,88,86.306503,87.718002,87.718002,73786000,Amazon
06/07/2019,88.184998,90.3125,87.974503,90.2015,90.2015,96164000,Amazon
06/10/2019,91.099998,94.2435,90.900002,93.031502,93.031502,107420000,Amazon
06/11/2019,94.162498,94.684998,92.900002,93.184998,93.184998,80854000,Amazon
06/12/2019,92.698997,93.25,92.219002,92.765999,92.765999,53566000,Amazon
06/13/2019,93.335999,94.154503,93.111,93.514999,93.514999,55916000,Amazon
06/14/2019,93.199997,93.800003,92.949997,93.483498,93.483498,57024000,Amazon
06/17/2019,93.824997,94.7845,93.772499,94.301498,94.301498,52686000,Amazon
06/18/2019,95.067497,96.083504,94.989502,95.068497,95.068497,77914000,Amazon
06/19/2019,95.391998,95.978996,94.623497,95.439499,95.439499,57906000,Amazon
06/20/2019,96.666496,96.760002,95.290001,95.9095,95.9095,64344000,Amazon
06/21/2019,95.805,96.297501,95.378998,95.565002,95.565002,78672000,Amazon
06/24/2019,95.633003,95.843002,95.065002,95.695,95.695,45660000,Amazon
06/25/2019,95.592003,95.819504,93.621002,93.913498,93.913498,60246000,Amazon
06/26/2019,94.624001,95.190002,94.365997,94.891502,94.891502,48838000,Amazon
06/27/2019,95.099998,95.561996,94.902,95.213997,95.213997,42834000,Amazon
06/28/2019,95.455002,95.647003,94.199997,94.681503,94.681503,60748000,Amazon
07/01/2019,96.149002,96.490997,95.733002,96.109497,96.109497,63842000,Amazon
07/02/2019,95.969002,96.739502,95.331497,96.7155,96.7155,52918000,Amazon
07/03/2019,96.794502,97.079498,96.525002,96.949997,96.949997,33806000,Amazon
07/05/2019,96.43,97.294998,96.264999,97.1455,97.1455,52568000,Amazon
07/08/2019,96.706001,97.800003,96.412498,97.615997,97.615997,57668000,Amazon
07/09/2019,97.389999,99.500504,97.174004,99.415001,99.415001,86914000,Amazon
07/10/2019,99.8255,101.247002,99.769997,100.870499,100.870499,98638000,Amazon
07/11/2019,101.280998,101.790001,99.764999,100.053497,100.053497,86356000,Amazon
07/12/2019,100.413498,100.849998,100.193497,100.550003,100.550003,50186000,Amazon
07/15/2019,101.07,101.144997,100.077499,101.0495,101.0495,59626000,Amazon
07/16/2019,100.528999,101.316002,100.060997,100.495003,100.495003,52364000,Amazon
07/17/2019,100.352501,100.599998,99.601501,99.601501,99.601501,51176000,Amazon
07/18/2019,99.000504,99.375,97.577499,98.894997,98.894997,69738000,Amazon
07/19/2019,99.560501,99.800003,98.111504,98.225998,98.225998,63712000,Amazon
07/22/2019,98.556999,99.449997,97.913002,99.281502,99.281502,58000000,Amazon
07/23/2019,99.7995,99.889503,98.656502,99.724503,99.724503,54070000,Amazon
07/24/2019,98.464996,100.065002,98.293503,100.040497,100.040497,52626000,Amazon
07/25/2019,100.050003,100.059998,98.636002,98.691002,98.691002,82730000,Amazon
07/26/2019,97.099998,97.544998,96.225502,97.152496,97.152496,98542000,Amazon
07/29/2019,96.5,96.611504,94.527,95.622498,95.622498,89864000,Amazon
07/30/2019,94.556,95.494499,94.174004,94.926498,94.926498,58218000,Amazon
07/31/2019,94.905502,94.977501,92.472,93.338997,93.338997,89414000,Amazon
08/01/2019,93.585999,94.896004,92.2005,92.765999,92.765999,94266000,Amazon
08/02/2019,92.253502,92.318001,90.401001,91.162003,91.162003,99124000,Amazon
08/05/2019,88.511002,89.433502,87.439003,88.2565,88.2565,121164000,Amazon
08/06/2019,89.611504,89.688499,87.669998,89.391502,89.391502,101406000,Amazon
08/07/2019,88.699501,89.946503,87.849998,89.669998,89.669998,90538000,Amazon
08/08/2019,90.300003,91.712997,89.905502,91.644501,91.644501,74024000,Amazon
08/09/2019,91.447502,91.554497,90.111,90.378998,90.378998,57596000,Amazon
08/12/2019,89.7995,90.049004,88.849998,89.246002,89.246002,58110000,Amazon
08/13/2019,89.150002,91.586998,89,91.217003,91.217003,79880000,Amazon
08/14/2019,89.650497,89.782501,87.861,88.148003,88.148003,97872000,Amazon
08/15/2019,89.099503,89.400002,88.098,88.806,88.806,75182000,Amazon
08/16/2019,89.644501,90.1455,89.227501,89.628502,89.628502,60360000,Amazon
08/19/2019,90.903999,91.300003,90.630501,90.806,90.806,56326000,Amazon
08/20/2019,90.724998,90.841003,89.994003,90.069,90.069,38590000,Amazon
08/21/2019,90.969498,91.478996,90.75,91.177002,91.177002,40636000,Amazon
08/22/2019,91.400002,91.470497,90.004997,90.233002,90.233002,53070000,Amazon
08/23/2019,89.651497,90.245003,87.261497,87.481003,87.481003,105416000,Amazon
08/26/2019,88.345497,88.5,87.175499,88.443497,88.443497,61600000,Amazon
08/27/2019,88.786499,88.970001,87.334,88.091499,88.091499,60394000,Amazon
08/28/2019,87.75,88.392998,87.202499,88.212502,88.212502,48394000,Amazon
08/29/2019,89.150002,89.927498,88.862503,89.32,89.32,60302000,Amazon
08/30/2019,89.874496,89.987,88.2285,88.814499,88.814499,61174000,Amazon
09/03/2019,88.5,90.040001,88.400002,89.491997,89.491997,70860000,Amazon
09/04/2019,90.25,90.3815,89.811501,90.030998,90.030998,46482000,Amazon
09/05/2019,91.097504,92.099998,90.778999,92.036003,92.036003,66216000,Amazon
09/06/2019,91.911003,92.032501,91.32,91.675499,91.675499,49938000,Amazon
09/09/2019,92.050003,92.5,91.230499,91.567497,91.567497,59990000,Amazon
09/10/2019,91.137497,91.290497,90.266998,91.027496,91.027496,52278000,Amazon
09/11/2019,90.607002,91.670998,90.454002,91.149498,91.149498,48656000,Amazon
09/12/2019,91.8815,92.682999,91.713997,92.177498,92.177498,56470000,Amazon
09/13/2019,92.100502,92.306,91.758499,91.967003,91.967003,39426000,Amazon
09/16/2019,91.200996,91.2845,90.010002,90.391998,90.391998,73510000,Amazon
09/17/2019,90.353996,91.199501,90.205002,91.127502,91.127502,39648000,Amazon
09/18/2019,90.851997,91.102997,89.775002,90.873001,90.873001,50112000,Amazon
09/19/2019,91.051003,91.628502,90.894997,91.074997,91.074997,40630000,Amazon
09/20/2019,91.085503,91.531502,89.045998,89.708,89.708,106838000,Amazon
09/23/2019,88.849998,89.635002,88.365997,89.264999,89.264999,58446000,Amazon
09/24/2019,89.530502,89.7855,86.777496,87.080498,87.080498,92320000,Amazon
09/25/2019,87.367996,88.650002,86.150002,88.416496,88.416496,69864000,Amazon
09/26/2019,88.139503,88.168503,86.574997,86.991997,86.991997,70736000,Amazon
09/27/2019,87.400002,87.456001,85.691002,86.272499,86.272499,78144000,Amazon
09/30/2019,86.349503,86.873001,85.460999,86.795502,86.795502,52894000,Amazon
10/01/2019,87.300003,87.779999,86.420502,86.782501,86.782501,61690000,Amazon
10/02/2019,86.387001,86.444504,85.25,85.661499,85.661499,66022000,Amazon
10/03/2019,85.650002,86.25,84.252998,86.221001,86.221001,69364000,Amazon
10/04/2019,86.301003,87.028999,85.961502,86.982498,86.982498,49438000,Amazon
10/07/2019,86.581497,87.391502,86.184998,86.633003,86.633003,43094000,Amazon
10/08/2019,86.124496,86.349998,85.25,85.275497,85.275497,50840000,Amazon
10/09/2019,85.980499,86.497498,85.718002,86.099503,86.099503,40870000,Amazon
10/10/2019,86.262001,86.914497,85.6875,86.013,86.013,51504000,Amazon
10/11/2019,87.146004,87.272499,86.492996,86.596001,86.596001,65100000,Amazon
10/14/2019,86.445503,87.094498,86.099998,86.821503,86.821503,38204000,Amazon
10/15/2019,87.107002,88.822502,87.030998,88.369003,88.369003,62234000,Amazon
10/16/2019,88.666496,89.311996,88.526001,88.871498,88.871498,55268000,Amazon
10/17/2019,89.824501,89.942497,89.100998,89.374001,89.374001,52948000,Amazon
10/18/2019,89.389999,89.698997,87.459999,87.875504,87.875504,67250000,Amazon
10/21/2019,88.483002,89.293999,88.25,89.282997,89.282997,42608000,Amazon
10/22/2019,89.407501,89.488998,88.099998,88.286499,88.286499,42234000,Amazon
10/23/2019,88.065002,88.502502,87.099998,88.108498,88.108498,42764000,Amazon
10/24/2019,88.554497,89.417,88.013496,89.039001,89.039001,88922000,Amazon
10/25/2019,84.877502,88.210503,84.75,88.066498,88.066498,192528000,Amazon
10/28/2019,87.403,88.934998,87.125,88.853996,88.853996,74178000,Amazon
10/29/2019,88.740501,88.849998,87.790497,88.135498,88.135498,45538000,Amazon
10/30/2019,88.012001,89.119003,87.956001,88.999496,88.999496,48988000,Amazon
10/31/2019,88.7995,89.599998,88.573997,88.833,88.833,55624000,Amazon
11/01/2019,89.400497,89.872498,89.260498,89.571999,89.571999,55808000,Amazon
11/04/2019,90.050499,90.752998,90.050499,90.233002,90.233002,55438000,Amazon
11/05/2019,90.458,90.512497,89.699997,90.085503,90.085503,37710000,Amazon
11/06/2019,90.050003,90.125,89.429001,89.788498,89.788498,40596000,Amazon
11/07/2019,90.188004,90.294998,89.174004,89.410004,89.410004,53022000,Amazon
11/08/2019,89.394501,89.494003,88.702003,89.293999,89.293999,42466000,Amazon
11/11/2019,88.900002,89,88.356499,88.582497,88.582497,38920000,Amazon
11/12/2019,88.733002,89.310997,88.595497,88.900002,88.900002,40752000,Amazon
11/13/2019,88.669502,88.75,87.365997,87.655502,87.655502,59790000,Amazon
11/14/2019,87.571503,88.329498,87.477997,87.730003,87.730003,45296000,Amazon
11/15/2019,88.002502,88.084,86.642998,86.974503,86.974503,78552000,Amazon
11/18/2019,86.915001,87.684998,86.135498,87.626503,87.626503,56790000,Amazon
11/19/2019,87.849503,88.033997,87.151497,87.639503,87.639503,45416000,Amazon
11/20/2019,87.457001,88.125999,86.706001,87.276497,87.276497,55800000,Amazon
11/21/2019,87.150002,87.343498,86.517998,86.735497,86.735497,53258000,Amazon
11/22/2019,86.950996,87.321503,86.550003,87.286003,87.286003,49582000,Amazon
11/25/2019,87.662498,88.871002,87.662003,88.692001,88.692001,69724000,Amazon
11/26/2019,88.996002,89.851501,88.917503,89.847,89.847,63624000,Amazon
11/27/2019,90.050003,91.224998,89.865501,90.925499,90.925499,60512000,Amazon
11/29/2019,90.889,91.234497,90.039497,90.040001,90.040001,38468000,Amazon
12/02/2019,90.220001,90.277496,88.134003,89.080002,89.080002,78512000,Amazon
12/03/2019,88,88.643501,87.361504,88.498001,88.498001,67618000,Amazon
12/04/2019,88.7005,89.454498,88.011002,88.0345,88.0345,53402000,Amazon
12/05/2019,88.175003,88.175003,87,87.024002,87.024002,56476000,Amazon
12/06/2019,87.559998,87.720001,87.0065,87.580002,87.580002,62348000,Amazon
12/09/2019,87.532997,88.344498,87.280502,87.475502,87.475502,48856000,Amazon
12/10/2019,87.370003,87.533501,86.75,86.960503,86.960503,50286000,Amazon
12/11/2019,87.083504,87.5,86.7855,87.435997,87.435997,41952000,Amazon
12/12/2019,87.5,88.199997,87.272003,88.016502,88.016502,61918000,Amazon
12/13/2019,88.25,88.449501,87.75,88.046997,88.046997,54914000,Amazon
12/16/2019,88.349998,88.474998,87.852501,88.460503,88.460503,62904000,Amazon
12/17/2019,88.900497,89.599998,88.869499,89.532997,89.532997,72888000,Amazon
12/18/2019,89.750999,89.910004,89.117996,89.2015,89.2015,67028000,Amazon
12/19/2019,89.025002,89.649498,88.703003,89.613998,89.613998,53056000,Amazon
12/20/2019,89.981003,90.148499,89.122498,89.324997,89.324997,103016000,Amazon
12/23/2019,89.413002,89.650002,89.225502,89.650002,89.650002,42728000,Amazon
12/24/2019,89.690498,89.778503,89.378998,89.460503,89.460503,17626000,Amazon
12/26/2019,90.050499,93.523003,89.974998,93.438499,93.438499,120108000,Amazon
12/27/2019,94.146004,95.07,93.300499,93.489998,93.489998,123732000,Amazon
12/30/2019,93.699997,94.199997,92.030998,92.344498,92.344498,73494000,Amazon
12/31/2019,92.099998,92.663002,91.611504,92.391998,92.391998,50130000,Amazon
01/02/2020,93.75,94.900497,93.207497,94.900497,94.900497,80580000,Amazon
01/03/2020,93.224998,94.309998,93.224998,93.748497,93.748497,75288000,Amazon
01/06/2020,93,95.184502,93,95.143997,95.143997,81236000,Amazon
01/07/2020,95.224998,95.694504,94.601997,95.343002,95.343002,80898000,Amazon
01/08/2020,94.902,95.550003,94.321999,94.598503,94.598503,70160000,Amazon
01/09/2020,95.494499,95.890999,94.790001,95.052498,95.052498,63346000,Amazon
01/10/2020,95.268501,95.347,94,94.157997,94.157997,57074000,Amazon
01/13/2020,94.565498,94.900002,94.040001,94.565002,94.565002,55616000,Amazon
01/14/2020,94.293999,94.355499,92.927498,93.472,93.472,68818000,Amazon
01/15/2020,93.612503,93.943001,92.754501,93.100998,93.100998,57932000,Amazon
01/16/2020,94.149498,94.279503,93.301003,93.897003,93.897003,53190000,Amazon
01/17/2020,94.294502,94.332001,92.862503,93.236,93.236,79946000,Amazon
01/21/2020,93.25,94.713501,93,94.599998,94.599998,74156000,Amazon
01/22/2020,94.804497,95.125,94.167,94.373001,94.373001,64326000,Amazon
01/23/2020,94.255501,94.499001,93.638,94.228996,94.228996,49692000,Amazon
01/24/2020,94.568497,94.749496,92.372002,93.082001,93.082001,75324000,Amazon
01/27/2020,91,92.050003,90.766998,91.417,91.417,70570000,Amazon
01/28/2020,92.025002,92.905502,91.500999,92.662498,92.662498,56160000,Amazon
01/29/2020,93.199997,93.737503,92.750999,92.900002,92.900002,41760000,Amazon
01/30/2020,92.900002,93.643501,92.530502,93.533997,93.533997,126548000,Amazon
01/31/2020,102.573502,102.786003,100.113503,100.435997,100.435997,311346000,Amazon
02/03/2020,100.529999,102.425003,100.012497,100.209999,100.209999,117834000,Amazon
02/04/2020,101.494003,102.989998,100.768501,102.483498,102.483498,105786000,Amazon
02/05/2020,103.551003,103.551003,101.599998,101.9935,101.9935,87524000,Amazon
02/06/2020,102.051003,102.815002,101.239998,102.511497,102.511497,63660000,Amazon
02/07/2020,102.099503,104.926498,101.904999,103.963997,103.963997,101906000,Amazon
02/10/2020,104.250504,106.779999,104.248001,106.695503,106.695503,101124000,Amazon
02/11/2020,107.544998,109.297501,106.800003,107.540001,107.540001,114920000,Amazon
02/12/2020,108.160004,109.012497,107.764503,108,108,66686000,Amazon
02/13/2020,107.249496,108.514,107.099998,107.4935,107.4935,60636000,Amazon
02/14/2020,107.783997,107.952003,106.294502,106.7435,106.7435,52124000,Amazon
02/18/2020,106.250999,108.303497,106.205498,107.783501,107.783501,58912000,Amazon
02/19/2020,108.389999,109.254997,108.056,108.511002,108.511002,51224000,Amazon
02/20/2020,108.653503,108.8395,106.372498,107.654999,107.654999,62626000,Amazon
02/21/2020,107.107498,107.227501,104.400002,104.7985,104.7985,92926000,Amazon
02/24/2020,100.158997,101.964996,99.398499,100.4645,100.4645,130940000,Amazon
02/25/2020,101.320999,101.730003,97.920998,98.637001,98.637001,124382000,Amazon
02/26/2020,98.514,100.733498,98.022499,98.9795,98.9795,104492000,Amazon
02/27/2020,96.719002,98.75,94.138,94.214996,94.214996,162880000,Amazon
02/28/2020,90.731499,94.487999,90.556503,94.1875,94.1875,189620000,Amazon
03/02/2020,95.324501,97.725502,93.5,97.697502,97.697502,135234000,Amazon
03/03/2020,98.768501,99.816498,94.404503,95.449501,95.449501,150690000,Amazon
03/04/2020,97.328499,98.900002,96.099998,98.791496,98.791496,95458000,Amazon
03/05/2020,96.650002,98.036003,95.5,96.2015,96.2015,94964000,Amazon
03/06/2020,93.75,95.543503,93.474998,95.054497,95.054497,105472000,Amazon
03/09/2020,88.693001,93.138496,88.064499,90.030502,90.030502,156264000,Amazon
03/10/2020,93.543999,94.713501,90.908501,94.591003,94.591003,142666000,Amazon
03/11/2020,92.892502,93.566002,90.074997,91.042999,91.042999,112496000,Amazon
03/12/2020,86.098999,88.25,83.75,83.830498,83.830498,226924000,Amazon
03/13/2020,87.75,89.315498,84.030998,89.25,89.25,176194000,Amazon
03/16/2020,82.0755,87.972504,81.301498,84.457497,84.457497,178346000,Amazon
03/17/2020,88.773499,92.889,84.461998,90.391998,90.391998,218342000,Amazon
03/18/2020,87.5,92.083,87.25,91.5,91.5,192904000,Amazon
03/19/2020,93,97.25,91.6325,94.046501,94.046501,207998000,Amazon
03/20/2020,96.315498,97.849998,91.036499,92.304497,92.304497,196358000,Amazon
03/23/2020,91.387497,95.970001,90.599998,95.141502,95.141502,156170000,Amazon
03/24/2020,97.574997,97.75,95.016998,97.004997,97.004997,142942000,Amazon
03/25/2020,96.0345,97.513,94.289001,94.292,94.292,129582000,Amazon
03/26/2020,95.099998,97.824501,94.4645,97.774498,97.774498,124426000,Amazon
03/27/2020,96.542999,96.989502,94.996002,95.004997,95.004997,107758000,Amazon
03/30/2020,96.141502,98.681503,95.616997,98.197502,98.197502,122522000,Amazon
03/31/2020,98.217499,99.651001,97.2005,97.486,97.486,102472000,Amazon
04/01/2020,96.648499,97.248001,94.650002,95.385002,95.385002,82438000,Amazon
04/02/2020,95.082001,96.376503,94.5,95.941498,95.941498,86720000,Amazon
04/03/2020,95.557503,96.316498,94.457497,95.329498,95.329498,72198000,Amazon
04/06/2020,96.800003,99.926003,96.500999,99.879501,99.879501,115464000,Amazon
04/07/2020,100.855499,101.786003,99.880997,100.580002,100.580002,102280000,Amazon
04/08/2020,101.050003,102.199997,100.557503,102.150002,102.150002,79546000,Amazon
04/09/2020,102.214996,102.650002,100.883003,102.138,102.138,92930000,Amazon
04/13/2020,102,109,101.900002,108.443497,108.443497,134334000,Amazon
04/14/2020,110.023499,114.599998,109.310501,114.166,114.166,161744000,Amazon
04/15/2020,112.884003,116.668503,112.25,115.384003,115.384003,137332000,Amazon
04/16/2020,117.300003,123.050003,116.75,120.4095,120.4095,240764000,Amazon
04/17/2020,118.616501,120,115.801003,118.75,118.75,158600000,Amazon
04/20/2020,119.497498,122.249001,119.302498,119.680496,119.680496,115414000,Amazon
04/21/2020,120.830498,121.415497,113.983002,116.405998,116.405998,149534000,Amazon
04/22/2020,118.449997,119.699997,117.550003,118.1745,118.1745,84244000,Amazon
04/23/2020,119.999001,121.210999,119.103996,119.972504,119.972504,101332000,Amazon
04/24/2020,120.849998,121.0215,119.099998,120.511002,120.511002,76498000,Amazon
04/27/2020,122.160004,122.244003,118.150002,118.800003,118.800003,112912000,Amazon
04/28/2020,118.605003,118.675003,115.300003,115.704002,115.704002,105388000,Amazon
04/29/2020,116.500504,119.594498,115.5,118.635498,118.635498,91832000,Amazon
04/30/2020,120.991997,123.75,119.800499,123.699997,123.699997,190692000,Amazon
05/01/2020,116.839996,118.122002,112.9095,114.302002,114.302002,195452000,Amazon
05/04/2020,112.819,116.348999,112.819,115.7995,115.7995,97318000,Amazon
05/05/2020,117,117.550003,115.356499,115.889999,115.889999,64850000,Amazon
05/06/2020,116.472,117.872498,116,117.563004,117.563004,62356000,Amazon
05/07/2020,118.738998,118.800003,117.155502,118.380501,118.380501,67928000,Amazon
05/08/2020,118.607002,119.362,117.849998,118.980499,118.980499,64132000,Amazon
05/11/2020,118.735001,120.983498,118.605499,120.449997,120.449997,65184000,Amazon
05/12/2020,120.592499,120.949997,117.75,117.847504,117.847504,61498000,Amazon
05/13/2020,118.339996,120.385002,116.889999,118.396004,118.396004,95658000,Amazon
05/14/2020,118.050499,119.568497,117.6605,119.442497,119.442497,72962000,Amazon
05/15/2020,118.426003,120.550003,117.818497,120.488998,120.488998,84700000,Amazon
05/18/2020,120.217499,121.650002,119.2005,121.313004,121.313004,87144000,Amazon
05/19/2020,121.491501,124.25,121.448502,122.466499,122.466499,86410000,Amazon
05/20/2020,123.893501,125.000504,123.363503,124.897003,124.897003,79962000,Amazon
05/21/2020,125,126.272499,122.126999,122.336998,122.336998,102288000,Amazon
05/22/2020,122.750504,123.4925,121.5065,121.844002,121.844002,57342000,Amazon
05/26/2020,122.900002,123.099998,120.703003,121.093002,121.093002,71364000,Amazon
05/27/2020,120.249496,120.679001,116.5,120.519501,120.519501,101138000,Amazon
05/28/2020,119.216499,121.848503,118.911499,120.055,120.055,63804000,Amazon
05/29/2020,120.796997,122.1185,119.910004,122.1185,122.1185,70198000,Amazon
06/01/2020,122.400002,123.846497,122.208504,123.552002,123.552002,58578000,Amazon
06/02/2020,123.349998,123.676498,122.265503,123.620499,123.620499,50598000,Amazon
06/03/2020,123.400497,124.400002,123.058502,123.919998,123.919998,53420000,Amazon
06/04/2020,123.871498,125.376999,122.500504,123.029999,123.029999,58974000,Amazon
06/05/2020,122.225502,124.432503,121.856499,124.150002,124.150002,66128000,Amazon
06/08/2020,125.010002,126.5,124.366997,126.203003,126.203003,79414000,Amazon
06/09/2020,126.472,131.321503,126.25,130.042999,130.042999,103520000,Amazon
06/10/2020,132.25,136.117493,131.313004,132.372498,132.372498,98920000,Amazon
06/11/2020,130.175003,133.569,126.811501,127.898003,127.898003,116002000,Amazon
06/12/2020,130.060501,131.074005,125.167503,127.250999,127.250999,108722000,Amazon
06/15/2020,126.330002,129.199997,125.400002,128.634003,128.634003,77302000,Amazon
06/16/2020,131,131,128.800003,130.763504,130.763504,71712000,Amazon
06/17/2020,132.375,132.75,131.591003,132.048996,132.048996,59186000,Amazon
06/18/2020,132.350494,132.981995,131.805496,132.699005,132.699005,49756000,Amazon
06/19/2020,133.904007,134.871506,132.949997,133.750504,133.750504,115540000,Amazon
06/22/2020,134.225006,135.75,133.449997,135.690994,135.690994,64176000,Amazon
06/23/2020,136.300995,139.155502,135.901993,138.220505,138.220505,84634000,Amazon
06/24/2020,139,139.800003,136.050003,136.720001,136.720001,90532000,Amazon
06/25/2020,136.977493,137.811493,135.606995,137.729004,137.729004,59374000,Amazon
06/26/2020,138.753006,139.128494,134.399994,134.643494,134.643494,130016000,Amazon
06/29/2020,134.500504,134.839996,131.503998,134.018997,134.018997,84468000,Amazon
06/30/2020,134.253494,138.481506,133.751495,137.940994,137.940994,75394000,Amazon
07/01/2020,137.899506,144.75,137.699997,143.934998,143.934998,127268000,Amazon
07/02/2020,145.600494,147.778,143.554993,144.514999,144.514999,131868000,Amazon
07/06/2020,146.748505,152.994003,146.5,152.852005,152.852005,137612000,Amazon
07/07/2020,152.927505,153.477493,149.5,150.005997,150.005997,105150000,Amazon
07/08/2020,151.130493,154.198502,150.621506,154.055496,154.055496,100752000,Amazon
07/09/2020,155.7995,159.694,153.699997,159.1315,159.1315,127774000,Amazon
07/10/2020,159.587997,160.75,156.785004,160,160,109720000,Amazon
07/13/2020,162.552994,167.214493,153.419495,155.199997,155.199997,154408000,Amazon
07/14/2020,154.449997,156.369003,147.5,154.199997,154.199997,144638000,Amazon
07/15/2020,154.011505,154.917496,148.658997,150.443497,150.443497,115778000,Amazon
07/16/2020,148.552994,151.600006,145.911499,149.994995,149.994995,127884000,Amazon
07/17/2020,150.449997,151.199997,147.422501,148.098495,148.098495,95226000,Amazon
07/20/2020,150.009995,160.067993,149.701004,159.841995,159.841995,151964000,Amazon
07/21/2020,161.624496,162.029007,155.285995,156.914505,156.914505,122426000,Amazon
07/22/2020,156.25,157.5,153.263,154.995499,154.995499,82084000,Amazon
07/23/2020,154.913498,154.913498,148.5,149.327499,149.327499,113138000,Amazon
